Kennel ID,Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,geopoint,intake_duration,is_current_month,outcome_is_dead,outcome_is_current,outcome_is_other,outcome_is_alive,was_outcome_alive
371439,A738076,NULL,OTHER,BROWN,NULL,Unknown,12/02/2025,12/03/2025,UNDER AGE/WEIGHT,WILDLIFE,FIELD,NULL,13/03/2025,"2400 BLK DAISY AVE,L B 90806",LONG BEACH,TRANSFER,WETLANDS,33.8009174,-118.1988148,Alive on Intake,"33.8009174, -118.1988148",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
370795,A736645,NULL,DOG,WHITE,NULL,Female,09/01/2025,09/02/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,11/02/2025,2400 BLK DE FOREST AVE. LONG BEACH CA 90806,LONG BEACH,RESCUE,MUTTSINEED,33.8007831,-118.2042361,Alive on Intake,"33.8007831, -118.2042361",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
287632,A594576,*CARAMEL,CAT,ORANGE,WHITE,Male,20/04/2017,31/07/2017,ILL MILD,STRAY,FIELD,NULL,01/09/2017,"2400 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,CATPAWS,33.8007624,-118.2111168,Alive on Intake,"33.8007624, -118.2111168",32,FALSE,FALSE,FALSE,FALSE,TRUE,1
359269,A722919,*VANNY,DOG,CREAM,BROWN,Spayed,17/06/2017,15/06/2024,NORMAL,STRAY,OTC,NULL,30/08/2024,2400 BLK E 11TH STREET LONG BEACH CA 90804,LONG BEACH,RESCUE,AWISH4ANI,33.7807914,-118.163302,Alive on Intake,"33.7807914, -118.163302",76,FALSE,FALSE,FALSE,FALSE,TRUE,1
322095,A654582,NULL,CAT,BROWN,NULL,Unknown,04/03/2021,04/03/2021,UNDER AGE/WEIGHT,STRAY,OTC,NULL,04/03/2021,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
322096,A654584,NULL,CAT,BROWN,NULL,Unknown,04/03/2021,04/03/2021,UNDER AGE/WEIGHT,STRAY,OTC,NULL,04/03/2021,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
322097,A654585,NULL,CAT,BROWN,NULL,Unknown,04/03/2021,04/03/2021,UNDER AGE/WEIGHT,STRAY,OTC,NULL,04/03/2021,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
322098,A654586,NULL,CAT,BROWN,NULL,Unknown,04/03/2021,04/03/2021,UNDER AGE/WEIGHT,STRAY,OTC,NULL,04/03/2021,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
327654,A662024,*CALLIE,CAT,CALICO,NULL,Spayed,18/08/2011,18/08/2021,ILL SEVERE,STRAY,FIELD,NULL,05/02/2022,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",171,FALSE,FALSE,FALSE,FALSE,TRUE,1
327844,A662478,*MUFASSA,CAT,GRAY,WHITE,Male,26/03/2021,26/08/2021,NORMAL,STRAY,OTC,NULL,19/10/2021,"2400 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.7862248,-118.1633079,Alive on Intake,"33.7862248, -118.1633079",54,FALSE,FALSE,FALSE,FALSE,TRUE,1
286425,A592548,PIPER,DOG,BR BRINDLE,WHITE,Spayed,28/06/2013,28/06/2017,INJURED  SEVERE,STRAY,FIELD,NULL,19/08/2017,"2400 BLK E 1ST ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,NULL,33.7644151,-118.1637925,Alive on Intake,"33.7644151, -118.1637925",52,FALSE,FALSE,FALSE,FALSE,TRUE,1
340230,A688286,TACITO,DOG,BROWN,NULL,Male,09/11/2018,09/11/2022,NORMAL,STRAY,FIELD,NULL,19/11/2022,"2400 BLK E 2ND ST, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.7653688,-118.1633258,Alive on Intake,"33.7653688, -118.1633258",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
315881,A643797,*CHERRY,CAT,GRAY,WHITE,Female,04/05/2020,13/06/2020,UNDER AGE/WEIGHT,STRAY,OTC,NULL,17/06/2020,"2400 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7751613,-118.1630947,Alive on Intake,"33.7751613, -118.1630947",4,FALSE,FALSE,FALSE,FALSE,TRUE,1
365896,A732423,NULL,CAT,BRN TABBY,WHITE,Female,07/10/2024,13/11/2024,ILL SEVERE,STRAY,FIELD,NULL,15/11/2024,"2400 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CAPAWS,33.7824335,-118.1631441,Alive on Intake,"33.7824335, -118.1631441",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
365898,A732425,NULL,CAT,BLACK,WHITE,Male,07/10/2024,13/11/2024,ILL SEVERE,STRAY,FIELD,NULL,15/11/2024,"2400 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CAPAWS,33.7824335,-118.1631441,Alive on Intake,"33.7824335, -118.1631441",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
306145,A628927,NULL,CAT,ORANGE,WHITE,Male,26/06/2014,26/06/2019,ILL SEVERE,STRAY,FIELD,NULL,27/06/2019,"2400 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,AT VET,33.7824335,-118.1631441,Alive on Intake,"33.7824335, -118.1631441",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
349832,A704021,*TOSHI,DOG,WHITE,TAN,Neutered,02/08/2018,02/08/2023,NORMAL,STRAY,FIELD,NULL,31/08/2023,"2400 BLK E ARTESIA BLVD, LONG BEACH, CA",LONG BEACH,RESCUE,OUTTACAGE,33.8736967,-118.1623696,Alive on Intake,"33.8736967, -118.1623696",29,FALSE,FALSE,FALSE,FALSE,TRUE,1
315338,A642900,*PARMESAN,CAT,SNOWSHOE,NULL,Neutered,12/03/2020,23/05/2020,NORMAL,STRAY,OTC,NULL,27/09/2020,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,NULL,33.7851436,-118.1631237,Alive on Intake,"33.7851436, -118.1631237",127,FALSE,FALSE,FALSE,FALSE,TRUE,1
315340,A642902,*ASIAGO,CAT,BRN TABBY,NULL,Male,12/03/2020,23/05/2020,NORMAL,STRAY,OTC,NULL,29/05/2020,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,33.7851436,-118.1631237,Alive on Intake,"33.7851436, -118.1631237",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
315341,A642903,*GOUDA,CAT,ORG TABBY,WHITE,Male,12/03/2020,23/05/2020,NORMAL,STRAY,OTC,NULL,29/05/2020,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,33.7851436,-118.1631237,Alive on Intake,"33.7851436, -118.1631237",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
338588,A686666,BEAU,DOG,CREAM,NULL,Male,13/10/2020,13/10/2022,NORMAL,STRAY,OTC,NULL,15/10/2022,"2400 BLK E. 3RD ST, LONG BEACHL, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.7679337,-118.1637146,Alive on Intake,"33.7679337, -118.1637146",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
331670,A670304,FIONA,DOG,BLACK,WHITE,Spayed,06/02/2018,06/02/2022,NORMAL,STRAY,OTC,NULL,15/02/2022,"2400 BLK EARL AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,NULL,33.8009034,-118.191425,Alive on Intake,"33.8009034, -118.191425",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
349664,A703654,*KEANU,DOG,WHITE,BLACK,Male,27/07/2021,27/07/2023,NORMAL,STRAY,OTC,NULL,17/08/2023,2400 BLK EASY AVE LONG BEACH CA 90810,LONG BEACH,ADOPTION,NULL,33.8007792,-118.2100219,Alive on Intake,"33.8007792, -118.2100219",21,FALSE,FALSE,FALSE,FALSE,TRUE,1
366040,A732902,NULL,CAT,BRN TABBY,WHITE,Unknown,20/10/2024,20/11/2024,ILL SEVERE,STRAY,FIELD,NULL,20/11/2024,"2400 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8007792,-118.2100219,Alive on Intake,"33.8007792, -118.2100219",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
312817,A640394,NULL,BIRD,WHITE,GRAY,Unknown,23/02/2019,23/02/2020,INJURED  MODERATE,WILDLIFE,FIELD,NULL,23/02/2020,"2400 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.8007792,-118.2100219,Alive on Intake,"33.8007792, -118.2100219",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
307797,A632144,NULL,CAT,ORG TABBY,NULL,Male,11/08/2019,17/08/2019,UNDER AGE/WEIGHT,STRAY,OTC,NULL,17/08/2019,"2400 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,33.8007792,-118.2100219,Alive on Intake,"33.8007792, -118.2100219",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
313072,A613427,MAX,DOG,BR BRINDLE,WHITE,Male,22/08/2017,07/03/2020,NORMAL,STRAY,OTC,NULL,11/03/2020,"2400 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.8007792,-118.2100219,Alive on Intake,"33.8007792, -118.2100219",4,FALSE,FALSE,FALSE,FALSE,TRUE,1
343057,A696049,*NEPTUNE,CAT,BLACK,NULL,Neutered,02/04/2023,02/04/2023,INJURED  SEVERE,STRAY,OTC,NULL,07/07/2023,2400 BLK ELM AVE,LONG BEACH,HOMEFIRST,NULL,33.8009073,-118.1880385,Alive on Intake,"33.8009073, -118.1880385",96,FALSE,FALSE,FALSE,FALSE,TRUE,1
343058,A696050,NULL,CAT,BLACK,NULL,Male,02/04/2023,02/04/2023,INJURED  SEVERE,STRAY,OTC,NULL,07/04/2023,2400 BLK ELM AVE,LONG BEACH,DIED,IN FOSTER,33.8009073,-118.1880385,Alive on Intake,"33.8009073, -118.1880385",5,FALSE,TRUE,FALSE,FALSE,FALSE,0
365876,A732407,NULL,CAT,BLACK,NULL,Unknown,13/11/2022,13/11/2024,ILL MODERATETE,STRAY,FIELD,NULL,13/11/2024,2400 BLK FASHION AVE,LONG BEACH,EUTHANASIA,AT VET,33.8009135,-118.2086816,Alive on Intake,"33.8009135, -118.2086816",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
355922,A717816,NULL,WILD,GRAY,NULL,Male,29/03/2020,29/03/2024,INJURED  MODERATE,WILDLIFE,FIELD,NULL,29/03/2024,2400 BLK FASHION AVE,LONG BEACH,DIED,ENROUTE,33.8009135,-118.2086816,Alive on Intake,"33.8009135, -118.2086816",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
291216,A600816,SUNNY,DOG,WHITE,CREAM,Neutered,07/12/2012,07/12/2017,NORMAL,STRAY,OTC,NULL,08/12/2017,"2400 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8009135,-118.2086816,Alive on Intake,"33.8009135, -118.2086816",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
365280,A730306,NULL,CAT,GRAY,NULL,Unknown,,18/10/2024,ILL SEVERE,STRAY,FIELD,NULL,18/10/2024,"2400 BLK GAVIOTA AVE, SIGNAL HILL,CA 90755",SIGNAL HILL,EUTHANASIA,ILL SEVERE,33.8007692,-118.1709165,Alive on Intake,"33.8007692, -118.1709165",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
366281,A733449,NULL,BIRD,BROWN,WHITE,Unknown,,01/12/2024,ILL MODERATETE,WILDLIFE,FIELD,NULL,01/12/2024,"2400 BLK GOLDEN AVE, LONG BEACH CA, 90806",LONG BEACH,TRANSFER,OTHER SANC,33.8009178,-118.2021507,Alive on Intake,"33.8009178, -118.2021507",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
282900,A587308,*TOOTHLESS,REPTILE,RED,NULL,Unknown,19/03/2012,19/03/2017,NORMAL,STRAY,FIELD,NULL,03/04/2017,"2400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,SC REPTILE,33.8009322,-118.2021526,Alive on Intake,"33.8009322, -118.2021526",15,FALSE,FALSE,FALSE,FALSE,TRUE,1
313540,A641771,NULL,DOG,BROWN,TAN,Female,09/04/2017,09/04/2020,INJURED  SEVERE,STRAY,FIELD,NULL,02/05/2020,"2400 BLK HAYES AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LIVELOVE,33.8010103,-118.218475,Alive on Intake,"33.8010103, -118.218475",23,FALSE,FALSE,FALSE,FALSE,TRUE,1
359830,A724081,*SYLVESTER,DOG,BLACK,WHITE,Neutered,22/07/2023,08/07/2024,NORMAL,STRAY,OTC,NULL,21/02/2025,"2400 BLK LAKEWOOD BLVD, LONG BEACH",LONG BEACH,ADOPTION,WEB,33.8008868,-118.1424143,Alive on Intake,"33.8008868, -118.1424143",228,FALSE,FALSE,FALSE,FALSE,TRUE,1
295961,A609689,LUKA,DOG,BROWN,WHITE,Neutered,16/06/2013,14/06/2018,NORMAL,STRAY,FIELD,NULL,16/06/2018,"2400 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.8007541,-118.1795936,Alive on Intake,"33.8007541, -118.1795936",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
344792,A699631,*SPARROW,CAT,ORANGE,NULL,Male,23/04/2023,27/05/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,02/06/2023,2400 BLK LINCOLN ST LB 90810,LONG BEACH,EUTHANASIA,ILL SEVERE,33.8225397,-118.2234952,Alive on Intake,"33.8225397, -118.2234952",6,FALSE,TRUE,FALSE,FALSE,FALSE,0
344796,A699635,*PIDGEY,CAT,GRAY,NULL,Female,23/04/2023,27/05/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,14/06/2023,2400 BLK LINCOLN ST LB 90810,LONG BEACH,RESCUE,LITTLELION,33.8225397,-118.2234952,Alive on Intake,"33.8225397, -118.2234952",18,FALSE,FALSE,FALSE,FALSE,TRUE,1
362027,A727438,*MAGELLAN,DOG,BROWN,NULL,Neutered,24/08/2021,24/08/2024,NORMAL,STRAY,FIELD,NULL,04/09/2024,2400 BLK LINDEN AVE,LONG BEACH,ADOPTION,WEB,33.8009155,-118.1858748,Alive on Intake,"33.8009155, -118.1858748",11,FALSE,FALSE,FALSE,FALSE,TRUE,1
360091,A725062,DIOR RAENESE RAGLAND,DOG,WHITE,NULL,Spayed,18/07/2023,18/07/2024,NORMAL,STRAY,OTC,NULL,30/08/2024,2400 BLK LINDEN AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",43,FALSE,FALSE,FALSE,FALSE,TRUE,1
359346,A723017,NULL,CAT,CALICO TAB,NULL,Female,19/06/2022,19/06/2024,INJURED  SEVERE,STRAY,FIELD,NULL,19/06/2024,"2400 BLK LINDEN AVE, LB 90806",LONG BEACH,EUTHANASIA,AT VET,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
328223,A663655,TOM,OTHER,TAN,NULL,Unknown,,12/09/2021,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,02/10/2021,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",20,FALSE,FALSE,FALSE,FALSE,TRUE,1
328221,A663658,LUIS,OTHER,TAN,NULL,Unknown,,12/09/2021,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,02/10/2021,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",20,FALSE,FALSE,FALSE,FALSE,TRUE,1
336955,A681579,*HIPSTER,GUINEA PIG,BLACK,BROWN,Male,06/05/2022,06/08/2022,NORMAL,STRAY,OTC,NULL,09/08/2022,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,NULL,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
285577,A591324,NULL,CAT,BLACK,WHITE,Unknown,25/05/2017,03/06/2017,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,03/06/2017,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
304940,A627020,CHARGER,DOG,BLACK,BROWN,Male,25/11/2016,25/05/2019,NORMAL,OWNER SURRENDER,OTC,NO TIME,25/05/2019,"2400 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.800918,-118.1858974,Alive on Intake,"33.800918, -118.1858974",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
316268,A644379,GRACE,DOG,BLACK,TAN,Spayed,26/09/2019,26/06/2020,NORMAL,STRAY,OTC,NULL,27/06/2020,"2400 BLK LONG BEACH BLVD, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.8012089,-118.1889688,Alive on Intake,"33.8012089, -118.1889688",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
281904,A579465,COCO,CAT,ORG TABBY,WHITE,Male,02/05/2016,02/02/2017,NORMAL,STRAY,OTC,NULL,20/02/2017,"2400 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,33.8009205,-118.1978598,Alive on Intake,"33.8009205, -118.1978598",18,FALSE,FALSE,FALSE,FALSE,TRUE,1
325705,A452380,GINGER,DOG,BROWN,NULL,Spayed,09/11/2008,02/07/2021,NORMAL,OWNER SURRENDER,OTC,ABANDON,16/07/2021,"2400 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FROST FACE,33.8009205,-118.1978598,Alive on Intake,"33.8009205, -118.1978598",14,FALSE,FALSE,FALSE,FALSE,TRUE,1
304539,A626397,NULL,WILD,BROWN,BLUE,Unknown,14/02/2019,14/05/2019,UNDER AGE/WEIGHT,WILDLIFE,FIELD,NULL,17/05/2019,"2400 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER RESC,33.8009205,-118.1978598,Alive on Intake,"33.8009205, -118.1978598",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
344112,A698202,*RAY CHARLES,CAT,GRAY TABBY,NULL,Neutered,05/05/2018,05/05/2023,NORMAL,STRAY,OTC,NULL,20/10/2023,2400 BLK MAINE AVE LB 90806,LONG BEACH,ADOPTION,WEB,33.8009116,-118.1999585,Alive on Intake,"33.8009116, -118.1999585",168,FALSE,FALSE,FALSE,FALSE,TRUE,1
304488,A626325,NULL,BIRD,TRICOLOR,NULL,Unknown,12/05/2017,12/05/2019,INJURED  MILD,STRAY,OTC,NULL,12/05/2019,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL MODERA,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
381697,A744816,*HAYFIELD,CAT,GRAY TABBY,WHITE,Neutered,17/04/2025,06/07/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,31/07/2025,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",25,FALSE,FALSE,FALSE,FALSE,TRUE,1
373298,A739396,NULL,BIRD,BROWN,GRAY,Unknown,,14/04/2025,INJURED  SEVERE,WILDLIFE,FIELD,NULL,14/04/2025,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,DIED,ENROUTE,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
337428,A682502,NULL,BIRD,BLACK,WHITE,Unknown,26/08/2020,26/08/2022,ILL SEVERE,WILDLIFE,FIELD,NULL,26/08/2022,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
330751,A667836,NULL,WILD,GRAY,BLACK,Unknown,09/12/2018,09/12/2021,ILL SEVERE,WILDLIFE,FIELD,NULL,09/12/2021,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
384251,A745859,*PERRY ELLIS,CAT,BRN TABBY,NULL,Male,30/06/2025,24/07/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,31/07/2025,"2400 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
353077,A712466,*CORAL,DOG,WHITE,NULL,Spayed,29/12/2022,29/12/2023,NORMAL,STRAY,OTC,NULL,18/01/2024,2400 BLK N STUDEBAKER ROAD LONG BEACH CA 90815,LONG BEACH,ADOPTION,WEB,33.7982504,-118.0981399,Alive on Intake,"33.7982504, -118.0981399",20,FALSE,FALSE,FALSE,FALSE,TRUE,1
320055,A650232,NULL,WILD,BROWN,NULL,Unknown,,17/10/2020,INJURED  MODERATE,WILDLIFE,FIELD,NULL,17/10/2020,"2400 BLK NIPOMO AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7998153,-118.1019401,Alive on Intake,"33.7998153, -118.1019401",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
372951,A738846,*YON,CAT,ORG TABBY,NULL,Neutered,02/04/2023,02/04/2025,INJURED  SEVERE,STRAY,FIELD,NULL,13/04/2025,"2400 BLK OF DELTA, LB CA 90810",LONG BEACH,COMMUNITY CAT,FRIENDLY,33.8007637,-118.2111218,Alive on Intake,"33.8007637, -118.2111218",11,FALSE,FALSE,FALSE,FALSE,TRUE,1
376468,A741382,NULL,WILD,BROWN,NULL,Unknown,27/01/2025,27/05/2025,INJURED  MODERATE,WILDLIFE,FIELD,NULL,27/05/2025,"2400 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO WILD HABITAT,NULL,33.8013318,-118.1823608,Alive on Intake,"33.8013318, -118.1823608",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
325720,A659817,*,CAT,WHITE,BLACK,Female,,03/07/2021,NORMAL,STRAY,OTC,NULL,03/07/2021,"2400 BLK OSTROM AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7998402,-118.1011114,Alive on Intake,"33.7998402, -118.1011114",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
392525,A750208,*JAKE,CAT,GRAY,,Male,05/09/2025,05/10/2025,UNDER AGE/WEIGHT,STRAY,OTC,,07/10/2025,"2400 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CAPAWS,33.8009408,-118.1934212,Alive on Intake,"33.8009408, -118.1934212",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
312993,A640677,*MARIBELL,CAT,GRAY TABBY,WHITE,Female,04/08/2019,04/03/2020,NORMAL,STRAY,OTC,NULL,08/03/2020,"2400 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8009408,-118.1934212,Alive on Intake,"33.8009408, -118.1934212",4,FALSE,FALSE,FALSE,FALSE,TRUE,1
339101,A687889,*RUSTY (RED ROBIN),CAT,ORG TABBY,NULL,Neutered,03/11/2014,03/11/2022,ILL MILD,STRAY,OTC,NULL,14/01/2023,"2400 BLK PALO VERDE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,AT VET,33.7997187,-118.1074944,Alive on Intake,"33.7997187, -118.1074944",72,FALSE,TRUE,FALSE,FALSE,FALSE,0
372989,A738917,*PRETTY EYES,CAT,BLONDE,NULL,Female,12/03/2025,03/04/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,03/04/2025,"2400 BLK PCH HWY, LONG BEACH, CA 90801",LONG BEACH,RESCUE,CAPAWS,33.7896317,-118.163019,Alive on Intake,"33.7896317, -118.163019",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
372990,A738918,*ORANGE JUICE,CAT,ORG TABBY,WHITE,Female,12/03/2025,03/04/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,03/04/2025,"2400 BLK PCH HWY, LONG BEACH, CA 90801",LONG BEACH,RESCUE,CAPAWS,33.7896317,-118.163019,Alive on Intake,"33.7896317, -118.163019",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
336882,A681402,NULL,WILD,BLACK,WHITE,Unknown,03/12/2021,03/08/2022,ILL SEVERE,WILDLIFE,FIELD,NULL,04/08/2022,"2400 BLK PEPPERWOOD AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8010651,-118.1417775,Alive on Intake,"33.8010651, -118.1417775",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
320132,A650343,NULL,BIRD,BLACK,NULL,Unknown,,21/10/2020,ILL SEVERE,WILDLIFE,FIELD,NULL,21/10/2020,"2400 BLK PETALUMA AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7998391,-118.1002806,Alive on Intake,"33.7998391, -118.1002806",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
372936,A738817,URSULA,DOG,BROWN,WHITE,Spayed,31/03/2024,31/03/2025,NORMAL,WELFARE SEIZED,POLICE,NULL,09/04/2025,"2400 BLK PIER A WAY, LB 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7746563,-118.2279997,Alive on Intake,"33.7746563, -118.2279997",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
